Id,SalePrice
1461,152508.66
1462,158625.12
1463,199064.2
1464,194719.9
1465,221509.78
1466,174363.31
1467,151431.17
1468,162647.11
1469,190042.2
1470,120193.836
1471,200226.39
1472,113768
1473,122137.1
1474,164767.84
1475,139615.42
1476,413783.62
1477,288622
1478,317397.53
1479,288607.47
1480,424620.1
1481,275015.84
1482,226401.5
1483,180271.31
1484,189058.86
1485,186324.44
1486,199342.66
1487,325552.9
1488,282947.97
1489,223045
1490,182678.73
1491,212453
1492,109736.086
1493,161470
1494,294235.44
1495,299659.6
1496,203888.06
1497,206493.61
1498,175877.88
1499,175877.88
1500,165683.73
1501,186519.61
1502,185187.64
1503,295423.12
1504,247810.98
1505,206355.1
1506,196505.8
1507,231769.45
1508,180981.4
1509,163016.05
1510,140522.33
1511,141342.08
1512,169937.81
1513,162688.55
1514,134392.39
1515,194841.12
1516,151738.64
1517,150625.53
1518,154268.38
1519,199328.39
1520,129310.92
1521,130811.53
1522,161602.7
1523,124981.03
1524,106422.2
1525,122732.93
1526,117922.32
1527,112027.33
1528,123081.18
1529,144706.28
1530,153163.98
1531,101067.26
1532,89248.32
1533,163791.83
1534,123960.98
1535,143269.53
1536,107344.16
1537,103416.05
1538,162598
1539,219990.55
1540,128102.53
1541,145524.36
1542,136305.98
1543,193998.69
1544,80507.67
1545,128768.695
1546,140112.27
1547,133804.6
1548,136126.56
1549,132266
1550,125146.055
1551,120955.54
1552,145816.8
1553,143815.1
1554,126585.79
1555,149356.05
1556,106354.375
1557,88377.47
1558,123226.664
1559,150111.2
1560,126331.15
1561,134746.38
1562,139404.05
1563,118642.875
1564,149458.84
1565,138596.78
1566,203403.11
1567,81577.57
1568,202623.11
1569,115900.85
1570,150244.61
1571,136339.61
1572,130491.81
1573,228338.7
1574,144137.75
1575,205559.34
1576,316835.38
1577,229930.9
1578,107186.29
1579,154861.84
1580,202098.22
1581,138216.5
1582,128591.31
1583,286826.8
1584,258041.83
1585,147247.56
1586,74370.95
1587,121480.81
1588,129468.62
1589,103677.13
1590,137406.22
1591,101198.5
1592,96548.28
1593,127094.734
1594,178416.17
1595,115158.664
1596,195964.75
1597,175698.25
1598,222494.14
1599,232775.52
1600,241165.11
1601,56225.152
1602,136234.81
1603,44947.54
1604,236040.12
1605,268006
1606,163712.23
1607,208630.27
1608,217090.88
1609,219372.23
1610,145386.39
1611,145448.36
1612,165283.52
1613,157003.05
1614,114882.36
1615,99654.16
1616,99654.16
1617,110241.734
1618,116945.71
1619,140276.77
1620,217977.75
1621,134943.33
1622,134364.38
1623,292116.2
1624,199745.94
1625,143700.19
1626,155965.19
1627,187744.72
1628,258659.28
1629,189216.88
1630,265450.7
1631,208765.58
1632,248316.69
1633,188659.2
1634,185912.7
1635,190033.16
1636,165738.97
1637,184544.83
1638,222526.6
