,Id,SalePrice
0,1461,122652.7471920533
1,1462,146318.97244912462
2,1463,185591.6590568312
3,1464,207938.22677319447
4,1465,209779.42206077703
5,1466,194250.975028714
6,1467,166792.06652427855
7,1468,187166.43696839138
8,1469,196835.99476823796
9,1470,116886.47354127261
10,1471,194491.18055985606
11,1472,127687.44298272225
12,1473,124460.09166282958
13,1474,169278.311444704
14,1475,139251.7424591093
15,1476,358847.62675142795
16,1477,264401.25291702314
17,1478,299185.39372446894
18,1479,288996.72264453094
19,1480,399218.1307382778
20,1481,311193.87681965146
21,1482,233746.65258845076
22,1483,189682.94643161946
23,1484,194032.99736920325
24,1485,203709.40318413248
25,1486,228553.1921156133
26,1487,337458.20080794883
27,1488,257279.02033964143
28,1489,213271.7166548425
29,1490,206687.59526417367
30,1491,222476.18729035146
31,1492,98159.62802742308
32,1493,159483.92881258618
33,1494,307120.36128087307
34,1495,291996.28876129
35,1496,220173.67578864275
36,1497,236237.34192954208
37,1498,200771.20025598287
38,1499,200771.20025598287
39,1500,191170.07777464413
40,1501,201299.12764897998
41,1502,192840.7392659752
42,1503,249543.0358258837
43,1504,259952.95033546357
44,1505,220728.339587569
45,1506,178669.37384424527
46,1507,271599.7080077942
47,1508,197465.18877460604
48,1509,170405.96994979033
49,1510,135303.20763695193
50,1511,134608.2297533097
51,1512,156682.58237728436
52,1513,168650.5505906847
53,1514,144080.18600434082
54,1515,173545.1103197601
55,1516,144829.2504696132
56,1517,143860.04464541664
57,1518,146846.39178535316
58,1519,210967.77988119275
59,1520,123477.68699298255
60,1521,125965.42795093499
61,1522,153615.723609194
62,1523,119969.06009499668
63,1524,110204.32027857775
64,1525,114519.25373387191
65,1526,116362.20863792308
66,1527,93270.21674293884
67,1528,126668.38451376278
68,1529,128477.47891403407
69,1530,148377.37743153406
70,1531,99535.42620881076
71,1532,86905.07795618146
72,1533,137700.02539540027
73,1534,110928.49047719903
74,1535,137022.44508535208
75,1536,99822.72060036003
76,1537,78267.50400313249
77,1538,121129.11933130005
78,1539,148959.56505401572
79,1540,117180.75966697781
80,1541,120550.29681124917
81,1542,131465.52423321226
82,1543,154442.8000010784
83,1544,84992.24603539164
84,1545,111993.6317936549
85,1546,120308.17345988406
86,1547,123982.30502051109
87,1548,129786.35034276704
88,1549,105714.43382169363
89,1550,116768.04555026937
90,1551,102260.62094299051
91,1552,117461.23528239482
92,1553,108936.09049666072
93,1554,107205.31872439643
94,1555,153317.797965826
95,1556,88141.20248970501
96,1557,102853.15169729934
97,1558,108331.4297694782
98,1559,103077.37085252261
99,1560,111842.53942650282
100,1561,145660.65245878985
101,1562,124221.09704592207
102,1563,116045.72493369172
103,1564,149789.7202583676
104,1565,142437.06052653125
105,1566,183199.9047262199
106,1567,85541.14205111632
107,1568,215203.7738160015
108,1569,104580.92099726567
109,1570,127809.41852032131
110,1571,116259.15903136553
111,1572,118103.24948344883
112,1573,211344.16908155652
113,1574,132294.8501235915
114,1575,189940.45234009257
115,1576,220412.5711409592
116,1577,209379.08499174868
117,1578,107968.5550389014
118,1579,154205.02428976167
119,1580,219142.60444277312
120,1581,130933.64762648716
121,1582,129552.47632802224
122,1583,280339.6684849179
123,1584,255269.25138912527
124,1585,163613.08284677248
125,1586,82188.27209272813
126,1587,111014.51861530864
127,1588,128087.95436525981
128,1589,101535.35136895525
129,1590,138205.52361838598
130,1591,100727.28508802575
131,1592,99359.37981042858
132,1593,108138.0285366048
133,1594,182215.65505627237
134,1595,117633.23397403267
135,1596,172882.89189843298
136,1597,172050.82641628454
137,1598,224219.6433557567
138,1599,178092.74336134113
139,1600,185192.742918335
140,1601,71378.49585870089
141,1602,104844.9402729517
142,1603,76155.22219428698
143,1604,244723.29632754595
144,1605,256223.67977852107
145,1606,164973.20529714756
146,1607,205425.40425569456
147,1608,222606.01300169097
148,1609,210823.08654639416
149,1610,189534.91737603772
150,1611,137365.81219441132
151,1612,191684.5377927258
152,1613,173864.10209927463
153,1614,117850.3262972003
154,1615,109664.81440073336
155,1616,109664.81440073336
156,1617,115354.2651527773
157,1618,122939.61851211179
158,1619,140185.60293023646
159,1620,222664.31140849576
160,1621,160297.6072822966
161,1622,144922.53114650186
162,1623,233522.32740836425
163,1624,207068.26269275026
164,1625,122906.49800867672
165,1626,161598.81542242726
166,1627,196581.83743760496
167,1628,295487.95888790896
168,1629,207739.8735601726
169,1630,331358.0824337451
170,1631,227278.9041882961
171,1632,246055.01111108318
172,1633,187426.71407916598
173,1634,190948.511032121
174,1635,196266.9765243323
175,1636,177052.20390652577
176,1637,184541.66071091412
177,1638,228477.81664762364
178,1639,179661.2165798396
179,1640,276504.91571355035
180,1641,181538.23473416377
181,1642,263206.63154496986
182,1643,261897.53702930998
183,1644,258918.94702815806
184,1645,162797.56667139067
185,1646,149010.8815746301
186,1647,163351.65893606233
187,1648,135907.6369680318
188,1649,128775.32001391855
189,1650,117061.14345233231
190,1651,117714.3787194365
191,1652,129116.49833731483
192,1653,128825.75286959672
193,1654,166268.41496581453
194,1655,151701.1984080176
195,1656,162527.12661224723
196,1657,168129.25267644384
197,1658,157163.68839447293
198,1659,140745.29641557846
199,1660,128613.68162758589
200,1661,406273.1383479378
201,1662,422929.52873362304
202,1663,330519.29863095464
203,1664,421411.17758018407
204,1665,300269.4015328602
205,1666,279148.2341350563
206,1667,360391.63837035
207,1668,304802.2397446343
208,1669,284597.8549348774
209,1670,307677.8113929321
210,1671,246069.77382122783
211,1672,381297.53444510326
212,1673,326547.0306214671
213,1674,265144.4231061396
214,1675,203095.8582184854
215,1676,203767.63707700954
216,1677,219303.81633802922
217,1678,402090.7177886788
218,1679,321379.69227234105
219,1680,306349.1684824659
220,1681,264485.7799284118
221,1682,261700.22878142502
222,1683,217422.11201728944
223,1684,209793.70582598765
224,1685,198585.0602843262
225,1686,196376.8711948476
226,1687,203709.40318413248
227,1688,221511.1512574224
228,1689,219009.25428513525
229,1690,209879.57036065057
230,1691,200399.43835179377
231,1692,270108.8287254319
232,1693,203709.40318413248
233,1694,192164.36107834743
234,1695,199019.68141452706
235,1696,274028.69617523364
236,1697,199294.39497779633
237,1698,356691.6774437486
238,1699,284879.55147572473
239,1700,261960.03938536614
240,1701,290628.77369913994
241,1702,273319.03998274804
242,1703,261127.48107471303
243,1704,267539.2708829729
244,1705,233230.01936301537
245,1706,362248.5797234221
246,1707,222258.1475728227
247,1708,222875.67883320636
248,1709,276241.47338284104
249,1710,240937.6506770417
250,1711,271450.7358127644
251,1712,267998.0153785722
252,1713,254479.46520135598
253,1714,225918.34848190594
254,1715,234270.70329334444
255,1716,200024.00343203163
256,1717,191804.57445573158
257,1718,173693.37701874587
258,1719,233013.2765804886
259,1720,238652.75369170835
260,1721,190513.91962059998
261,1722,160468.11552407444
262,1723,172773.54677964165
263,1724,222442.50705136283
264,1725,247940.07303202475
265,1726,200400.8190935318
266,1727,175667.2754874284
267,1728,203172.1547016875
268,1729,171389.5544923741
269,1730,197311.0302066005
270,1731,118256.94738589472
271,1732,118792.44241966373
272,1733,114102.87025239204
