,Id,SalePrice
0,1461,138276.22471890703
1,1462,137635.49988659503
2,1463,193732.97227723154
3,1464,191786.68213923738
4,1465,194911.99526877556
5,1466,190453.6435468024
6,1467,160195.2043028505
7,1468,177831.9591786606
8,1469,173235.82859941508
9,1470,131342.0023819799
10,1471,166307.0246350184
11,1472,109064.52537807
12,1473,115381.48803876834
13,1474,155322.29545083968
14,1475,119454.53414709259
15,1476,327378.52239485533
16,1477,259017.58209503046
17,1478,257409.3873570341
18,1479,263907.23564014066
19,1480,392720.0923519958
20,1481,312222.9368858871
21,1482,211160.88523779454
22,1483,174964.48189896977
23,1484,168035.10174065945
24,1485,175671.88212940824
25,1486,201415.84806148132
26,1487,365020.3651611619
27,1488,244887.26728395227
28,1489,202140.97334593916
29,1490,206992.67210581247
30,1491,193281.87722970307
31,1492,119191.89655880621
32,1493,150391.64035371324
33,1494,321008.3414789606
34,1495,301317.0015034064
35,1496,206247.17289663941
36,1497,226978.28125962339
37,1498,184848.0626000288
38,1499,184848.0626000288
39,1500,187714.6537401674
40,1501,200911.0532768213
41,1502,177770.4670788379
42,1503,231237.3348520081
43,1504,238284.68553263313
44,1505,211972.18442005667
45,1506,191133.5224520834
46,1507,271222.86883050203
47,1508,211903.72133857114
48,1509,175408.65856239173
49,1510,144913.67620009716
50,1511,144466.30447935438
51,1512,161642.14249660904
52,1513,173508.12124204717
53,1514,143349.19736404103
54,1515,207086.0968482376
55,1516,153510.81377043386
56,1517,131409.04296423748
57,1518,166226.8875019322
58,1519,183716.0984564682
59,1520,129179.5986348759
60,1521,132233.86780548785
61,1522,157587.10998128183
62,1523,134892.57921502888
63,1524,123631.59977830315
64,1525,120202.89008172815
65,1526,120163.38163272207
66,1527,124568.39046133106
67,1528,127530.10149913888
68,1529,139368.2943366785
69,1530,149432.9669964153
70,1531,125295.95455524873
71,1532,88811.24331885391
72,1533,138200.65144074263
73,1534,113507.69969843936
74,1535,133410.07927081166
75,1536,110504.17622165885
76,1537,113659.31162806579
77,1538,115660.44442232915
78,1539,161610.0651429329
79,1540,136763.6552450663
80,1541,134005.40913577314
81,1542,134517.15830666063
82,1543,143201.29896249945
83,1544,88067.07013771537
84,1545,105621.13279714137
85,1546,121902.59295514465
86,1547,119137.02417317593
87,1548,122700.43118565592
88,1549,116090.70321290598
89,1550,128968.83497899039
90,1551,103790.30403039111
91,1552,153118.70092520796
92,1553,107911.96386646782
93,1554,108320.55255470866
94,1555,181305.98794757345
95,1556,128846.34672958613
96,1557,107913.10239684455
97,1558,106559.82845093477
98,1559,125225.36955998714
99,1560,137805.71752325908
100,1561,141033.20751110898
101,1562,117312.72191183799
102,1563,111376.14869332887
103,1564,152651.84467270892
104,1565,146067.10195294596
105,1566,200079.44886267945
106,1567,101001.38150804845
107,1568,224987.32516035676
108,1569,137657.41772731798
109,1570,117616.12069057355
110,1571,124890.88665019692
111,1572,118796.44948518404
112,1573,167870.4800314051
113,1574,134059.29691180922
114,1575,172876.18687493086
115,1576,237528.34215363595
116,1577,188987.92279311933
117,1578,133517.43510361813
118,1579,164026.37403579883
119,1580,206999.90215210535
120,1581,144263.4360121188
121,1582,143606.45122982567
122,1583,261914.6645199714
123,1584,247706.08059512396
124,1585,151839.9472002201
125,1586,92026.38698381658
126,1587,109741.71751593347
127,1588,123344.01691889673
128,1589,119385.2601229087
129,1590,122195.8401080662
130,1591,98111.02408763148
131,1592,117318.65934923924
132,1593,110278.96120362768
133,1594,193932.60935427697
134,1595,124247.23264294978
135,1596,195077.121957824
136,1597,215897.54605600899
137,1598,202931.33134058263
138,1599,142646.79638318415
139,1600,147161.04187087278
140,1601,82411.93302420425
141,1602,110179.97506787317
142,1603,87645.83350484954
143,1604,212186.86818693782
144,1605,223728.76456279279
145,1606,153938.46399221642
146,1607,222803.61402797274
147,1608,216693.8607547946
148,1609,197562.58376725213
149,1610,203464.6973727535
150,1611,150582.00730982216
151,1612,184360.66744764659
152,1613,180283.51548323053
153,1614,104140.22496343969
154,1615,99429.54306410701
155,1616,99429.54306410701
156,1617,110581.36664813507
157,1618,125671.83009893943
158,1619,135180.15093580718
159,1620,247006.0102247181
160,1621,165457.0104919678
161,1622,150174.82624266561
162,1623,194136.54687513137
163,1624,202507.25308355366
164,1625,125205.70222125127
165,1626,161198.98724194613
166,1627,191509.70144727937
167,1628,260934.60961499036
168,1629,186965.53806083818
169,1630,317340.9641368935
170,1631,211608.16174954988
171,1632,232076.3735459582
172,1633,172942.93346438877
173,1634,191901.7829127599
174,1635,179987.589298646
175,1636,161385.637671301
176,1637,209749.42173991055
177,1638,212541.04378784803
178,1639,183311.64385046682
179,1640,257501.14783565153
180,1641,185300.2951730516
181,1642,242418.1253921205
182,1643,240115.99234023475
183,1644,234334.16970205962
184,1645,178239.5498560058
185,1646,151690.60485370908
186,1647,155055.58396768823
187,1648,143279.35864441944
188,1649,130674.7571876857
189,1650,132883.5668978631
190,1651,133261.4408174314
191,1652,109685.68926985645
192,1653,110302.12483596306
193,1654,160840.3180845225
194,1655,135059.87457150884
195,1656,156206.9149106411
196,1657,161756.3647788183
197,1658,156651.11219235833
198,1659,121363.85697213653
199,1660,147746.78594202347
200,1661,379621.6879136715
201,1662,385665.85490746686
202,1663,307918.70058630646
203,1664,367906.24377063813
204,1665,272877.5572807685
205,1666,283774.260871119
206,1667,334027.16704361205
207,1668,282642.65728108346
208,1669,240985.8419421428
209,1670,281392.59805362136
210,1671,248360.71402636182
211,1672,351675.81893254904
212,1673,326914.230171338
213,1674,262708.51241151534
214,1675,209683.1655632854
215,1676,216313.14453651826
216,1677,210877.39082316577
217,1678,365643.2643182501
218,1679,300109.61425072275
219,1680,269219.2103984859
220,1681,223101.93663601181
221,1682,253870.96656229242
222,1683,211492.83710174757
223,1684,180643.1516825635
224,1685,182925.54699040856
225,1686,169593.48037838007
226,1687,175671.88212940824
227,1688,194517.57377467482
228,1689,191956.6681099396
229,1690,182338.71773217444
230,1691,172804.46494119798
231,1692,237079.59153483584
232,1693,175671.88212940824
233,1694,181989.85703210006
234,1695,176609.46154148306
235,1696,263003.67906563374
236,1697,177231.91919448052
237,1698,374673.57346809766
238,1699,296858.9988808079
239,1700,280421.1097105375
240,1701,293470.75562504237
241,1702,264249.18387971935
242,1703,239151.2578903807
243,1704,252424.03340178652
244,1705,202412.5546634854
245,1706,324692.7777573072
246,1707,206520.4037150655
247,1708,211098.06348716308
248,1709,249737.19397623988
249,1710,218383.17085207615
250,1711,254391.92511377775
251,1712,236420.68134797912
252,1713,236875.32018341447
253,1714,216533.21493029108
254,1715,227392.1336617832
255,1716,172657.36659048861
256,1717,162269.71819164325
257,1718,136895.988351176
258,1719,203440.3276596228
259,1720,208495.4774320546
260,1721,165097.63517433865
261,1722,134812.31116617643
262,1723,164629.48707289158
263,1724,202271.1328998014
264,1725,227970.56119315955
265,1726,194475.18469709856
266,1727,169154.5224999644
267,1728,180935.67349259558
268,1729,166678.59689874732
269,1730,204712.789972634
270,1731,118929.55071601919
271,1732,128004.14277969286
272,1733,115506.70277554645
273,1734,116931.56423764936
274,1735,112447.22307656253
275,1736,110250.6687612114
276,1737,266912.7932658051
277,1738,238648.28753058054
278,1739,375232.7842352843
279,1740,231076.42036612003
280,1741,201755.80663792227
281,1742,200911.0532768213
282,1743,200803.75080794588
283,1744,218929.27161798862
284,1745,217077.77214334274
285,1746,277567.1021130799
286,1747,231231.43122206736
287,1748,251801.51776994538
288,1749,160002.0882424125
289,1750,144741.96463686513
290,1751,229543.64067872896
291,1752,120069.60525511821
292,1753,160535.0356343852
293,1754,208659.64868405342
294,1755,159624.76882397124
295,1756,122511.59007670604
296,1757,117207.68102469492
297,1758,162992.91390969467
298,1759,172586.65009155576
299,1760,153299.77852020206
300,1761,148699.75428863926
301,1762,202466.635900185
302,1763,154305.0618481444
303,1764,120758.62587057169
304,1765,174180.09894564326
305,1766,156499.28573032952
306,1767,165871.03143159117
307,1768,127140.55295853048
308,1769,144846.42583294283
309,1770,121912.34447233278
310,1771,130561.48433185503
311,1772,140883.70426709356
312,1773,130012.26506006722
313,1774,177006.3752806438
314,1775,123334.45480122945
315,1776,132713.82531424268
316,1777,107288.2011978598
317,1778,118491.56697984683
318,1779,144876.95332016126
319,1780,148370.5094598293
320,1781,125675.5182608187
321,1782,107017.36552705978
322,1783,139602.02109862064
323,1784,96013.57826828216
324,1785,103865.18604113294
