Id,SalePrice
1461,12.239761
1462,12.063485
1463,12.262909
1464,11.999009
1465,12.606689
1466,11.935898
1467,12.540427
1468,12.308745
1469,11.7955
1470,11.7024145
1471,11.737565
1472,12.817604
1473,11.8225765
1474,12.3214445
1475,11.923694
1476,11.821886
1477,11.937551
1478,11.54456
1479,11.961699
1480,11.74009
1481,12.7305355
1482,11.765817
1483,12.381607
1484,11.820424
1485,11.903315
1486,12.441061
1487,11.807151
1488,12.62079
1489,12.182434
1490,11.124351
1491,10.824096
1492,11.86213
1493,12.171605
1494,12.095292
1495,12.572366
1496,12.668486
1497,11.918071
1498,11.967593
1499,11.753175
1500,11.346472
1501,11.897522
1502,11.99287
1503,11.894338
1504,11.763431
1505,11.876684
1506,12.560463
1507,12.464612
1508,12.386315
1509,11.581651
1510,11.802176
1511,12.041668
1512,11.7505
1513,11.583463
1514,12.876494
1515,11.714601
1516,12.006754
1517,12.207231
1518,12.168825
1519,13.016995
1520,11.7232275
1521,12.023647
1522,11.500586
1523,12.231107
1524,11.797532
1525,12.382086
1526,12.629222
1527,12.328873
1528,12.217884
1529,11.264348
1530,12.304622
1531,12.458309
1532,11.71429
1533,12.20491
1534,11.912909
1535,11.562758
1536,11.426916
1537,11.677538
1538,11.687372
1539,11.77711
1540,11.581452
1541,12.139233
1542,12.054577
1543,12.414532
1544,11.717889
1545,12.04712
1546,12.465788
1547,12.052809
1548,12.0041275
1549,11.147175
1550,11.663497
1551,11.549723
1552,11.680325
1553,11.933986
1554,11.819052
1555,12.178987
1556,12.08204
1557,12.274034
1558,11.655777
1559,11.301951
1560,11.655424
1561,12.232612
1562,12.030796
1563,11.774519
1564,12.157291
1565,11.996212
1566,12.463
1567,11.476413
1568,11.523159
1569,11.639671
1570,12.218456
1571,11.860727
1572,12.0838785
1573,12.813109
1574,12.289199
1575,12.355247
1576,12.029896
1577,11.756744
1578,11.918724
1579,12.6851225
1580,12.04949
1581,12.040061
1582,11.419392
1583,11.852479
1584,12.006102
1585,12.065432
1586,11.341974
1587,11.816889
1588,11.399988
1589,11.879222
1590,11.852121
1591,12.259109
1592,12.280853
1593,11.88426
1594,12.267473
1595,12.081867
1596,12.138776
1597,11.853703
1598,12.111117
1599,12.410256
1600,12.197526
1601,11.587836
1602,12.356686
1603,11.789445
1604,12.279653
1605,11.802519
1606,11.80546
1607,11.58878
1608,12.276663
1609,11.91399
1610,11.575611
1611,11.828767
1612,12.747939
1613,12.121534
1614,12.242227
1615,11.606285
1616,11.245546
1617,11.629103
1618,12.538846
1619,12.343521
1620,12.606199
1621,11.989917
1622,12.935861
1623,12.398739
1624,11.43457
