,Id,SalePrice
0,1461,129986.17151246888
1,1462,150427.84153963692
2,1463,161758.08683681345
3,1464,185334.5460674558
4,1465,227160.13599501093
5,1466,174042.60793680753
6,1467,154670.9652843195
7,1468,165411.0773429562
8,1469,188638.09467747342
9,1470,114993.0309350203
10,1471,178870.6374394052
11,1472,115865.02633444782
12,1473,110980.27803410127
13,1474,160496.83921521422
14,1475,136692.49071751352
15,1476,368845.2575347989
16,1477,272662.5129463991
17,1478,314804.10565167037
18,1479,295332.28517113294
19,1480,419412.5902756221
20,1481,312063.3848008951
21,1482,238185.784075678
22,1483,172457.93270241364
23,1484,182443.59661317157
24,1485,187792.17465056205
25,1486,206256.52415317763
26,1487,349298.7570363591
27,1488,259452.51263944848
28,1489,209254.64629963867
29,1490,196926.35925504527
30,1491,198993.96190422456
31,1492,122486.35257562653
32,1493,146014.70224283068
33,1494,321540.87629913475
34,1495,308207.38993911096
35,1496,213299.7178624443
36,1497,227681.74782688235
37,1498,197862.54367496396
38,1499,197862.54367496396
39,1500,184189.73265617437
40,1501,193841.4534887193
41,1502,192755.8514543857
42,1503,248459.3696076836
43,1504,256203.0344822149
44,1505,217562.65935720268
45,1506,177439.66590989972
46,1507,234991.08758398754
47,1508,188587.23031334838
48,1509,166840.77676472245
49,1510,133936.76168659457
50,1511,133638.53210642003
51,1512,153519.01471240458
52,1513,164722.79111906872
53,1514,133856.637758235
54,1515,172670.55181864332
55,1516,153291.41725481095
56,1517,144766.927626352
57,1518,148055.20404231446
58,1519,190768.05462147287
59,1520,124633.35392876307
60,1521,126648.33545058548
61,1522,154848.7754485963
62,1523,118691.60363677058
63,1524,114257.940940228
64,1525,119000.84667399662
65,1526,118719.91788268641
66,1527,115354.92291105658
67,1528,135242.03027722365
68,1529,131034.88785772106
69,1530,148809.21052869805
70,1531,116010.27803269724
71,1532,97897.26227980394
72,1533,136477.64517985377
73,1534,116190.59053092483
74,1535,134493.47455791818
75,1536,113506.32946694575
76,1537,90127.58316572144
77,1538,161202.7962938632
78,1539,204042.979681935
79,1540,124779.72585176227
80,1541,140037.54211135686
81,1542,125861.68290635904
82,1543,168413.79046127517
83,1544,94296.63583293991
84,1545,116761.33055217663
85,1546,128433.96227060481
86,1547,124147.06932695984
87,1548,128424.4005361981
88,1549,114818.41784876879
89,1550,124166.65859597083
90,1551,117671.19329471553
91,1552,131225.21426701747
92,1553,129619.24784921248
93,1554,121571.76625806584
94,1555,161828.86446070252
95,1556,109963.25450595711
96,1557,113990.51218950361
97,1558,119496.43750891785
98,1559,116752.75285686976
